Looking in "D:\s\yt_courbe_niveau_imperial.gdb" 
Feature classes found: 424
         43925 function calls (41924 primitive calls) in 27.475 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 threading.py:1126(_DummyThread)
        1    0.000    0.000    0.000    0.000 mixins.py:93(LayerSupportsPropertyMixin)
        1    0.000    0.000    0.000    0.000 _na.py:59(NAClassFieldMappings)
        1    0.000    0.000    0.000    0.000 _endian.py:26(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:49(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 mixins.py:956(FieldMappingsMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:508(elementHeight)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:97(_FuzzyMembership)
        1    0.000    0.000    0.000    0.000 mixins.py:917(NetCDFFilePropertiesMixin)
        1    0.000    0.000    0.000    0.000 core.py:804(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 CompoundParameter.py:25(_DataSetName)
        1    0.000    0.000    0.000    0.000 __init__.py:197(c_float)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1163(RemapValue)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1610(_TransformationFunction)
        1    0.000    0.000    0.000    0.000 _import_tools.py:334(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 shutil.py:31(Error)
        1    0.000    0.000    0.000    0.000 tokenize.py:178(Untokenizer)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:753(_Neighborhood)
        1    0.000    0.000    0.000    0.000 threading.py:514(_BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 suite.py:299(_DebugResult)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1141(RemapRange)
        1    0.000    0.000    0.000    0.000 numerictypes.py:770(_typedict)
        1    0.000    0.000    0.000    0.000 _iotools.py:428(ConverterError)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1030(_Radius)
        1    0.000    0.000    0.000    0.000 _graph.py:176(_SeriesBoxPlot)
        1    0.000    0.000    0.000    0.000 mixins.py:355(LayerIterationMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:42(SupportsPropertyMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:970(FieldMixin)
        1    0.000    0.000    0.000    0.000 extras.py:1481(mr_class)
        1    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_typeDict}
        1    0.000    0.000    0.000    0.000 ElementPath.py:237(_SelectorContext)
        1    0.000    0.000    0.000    0.000 shutil.py:38(ExecError)
        1    0.000    0.000    0.000    0.000 inspect.py:630(EndOfBlock)
        1    0.000    0.000    0.000    0.000 __init__.py:291(c_wchar_p)
        1    0.000    0.000    0.000    0.000 ElementTree.py:138(ParseError)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:1357(_TopoInput)
        1    0.000    0.000    0.000    0.000 polyutils.py:52(PolyError)
        1    0.000    0.000    0.000    0.000 tokenize.py:145(TokenError)
        1    0.000    0.000    0.000    0.000 core.py:5874(_maximum_operation)
        1    0.000    0.000    0.000    0.000 __init__.py:294(c_wchar)
        1    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
        1    0.000    0.000    0.000    0.000 mixins.py:309(_passthrough)
        1    0.000    0.000    0.000    0.000 numpytest.py:10(IgnoreException)
        1    0.000    0.000    0.000    0.000 mixins.py:143(CursorMixin)
        1    0.000    0.000    0.000    0.000 shutil.py:34(SpecialFileError)
        1    0.000    0.000    0.000    0.000 __init__.py:172(c_ushort)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:620(_KrigingModel)
        1    0.000    0.000    0.000    0.000 __init__.py:233(c_byte)
        1    0.000    0.000    0.000    0.000 core.py:2257(__init__)
        1    0.000    0.000    0.000    0.000 _na.py:94(VehicleRoutingProblemSolverProperties)
        1    0.000    0.000    0.000    0.000 ParameterClasses.py:396(_HorizontalFactor)
        1    0.000    0.000    0.000    0.000 inspect.py:847(<lambda>)
        1    0.000    0.000    0.000    0.000 mixins.py:1032(RecordSetMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:150(RowMixin)
        1    0.000    0.000    0.000    0.000 geometries.py:28(Multipatch)
        1    0.000    0.000    0.000    0.000 mixins.py:291(_passthrough)
        1    0.000    0.000    0.000    0.000 geometries.py:25(Dimension)
        1    0.000    0.000    0.000    0.000 tokenize.py:147(StopTokenizing)
        1    0.000    0.000    0.000    0.000 core.py:756(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:442(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _na.py:67(NAClassFieldMap)
        1    0.000    0.000    0.000    0.000 core.py:129(MaskError)
        1    0.000    0.000    0.000    0.000 index_tricks.py:436(CClass)
        2    0.000    0.000    0.000    0.000 sre_parse.py:214(isdigit)
        1    0.000    0.000    0.000    0.000 __init__.py:1369(RootLogger)
        1    0.000    0.000    0.000    0.000 threading.py:1095(_set_daemon)
        1    0.000    0.000    0.000    0.000 __init__.py:260(c_bool)
        1    0.000    0.000    0.000    0.000 _na.py:87(ServiceAreaSolverProperties)
        1    0.000    0.000    0.000    0.000 __init__.py:255(c_void_p)
        3    0.000    0.000    0.000    0.000 core.py:783(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:238(c_char)
        1    0.000    0.000    0.000    0.000 case.py:45(_UnexpectedSuccess)
        1    0.000    0.000    0.000    0.000 _na.py:48(TravelMode)
        1    0.000    0.000    0.000    0.000 mixins.py:200(_passthrough)
        1    0.000    0.000    0.000    0.000 core.py:5706(__array_finalize__)
        1    0.000    0.000    0.000    0.000 __init__.py:180(c_ulong)
        1    0.000    0.000    0.000    0.000 __init__.py:226(c_ubyte)
        1    0.000    0.000    0.000    0.000 __init__.py:397(WinDLL)
        1    0.000    0.000    0.000    0.000 mixins.py:1007(ValueTableMixin)
        1    0.000    0.000    0.000    0.000 mixins.py:964(FieldMapMixin)
        1    0.000    0.000    0.000    0.000 _iotools.py:435(ConverterLockError)
        1    0.000    0.000    0.000    0.000 __init__.py:176(c_long)
        1    0.000    0.000    0.000    0.000 _na.py:54(StreetDirectionsProperties)
        1    0.000    0.000    0.000    0.000 _mapping.py:315(BaseLayerSymbology)
        1    0.000    0.000    0.000    0.000 arrayprint.py:696(ComplexFormat)
        1    0.000    0.000    0.000    0.000 __init__.py:205(c_longdouble)
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 {locals}
        1    0.000    0.000    0.000    0.000 polyutils.py:69(PolyBase)
        1    0.000    0.000    0.000    0.000 threading.py:63(_note)


